,0,1,2,3
step_size,1.0,0.3830000000000001,0.264,0.0
max_demand,16604.0,22500.0,18000.0,16604.0
objective,2005241.3,1717336.0,1717219.0,1717156.0
total_demand,122654.0,122654.0,122654.0,122654.0
PAR,6.5,8.81,7.04,6.5
cost,2005241.3,1717156.0,1717156.0,1717156.0
inconvenient,0.0,180.0,63.0,0.0
run_time,0.0,1.03,1.03,1.08
