,0,1,2,3
objective,15858246.6,14328177.0,14327160.0,14327000.0
PAR,2.8,3.52,2.59,3.3
step_size,1.0,0.45700000000000024,0.111,0.0
cost,15858246.6,14326928.0,14326952.0,14326928.0
inconvenient,0.0,1249.0,208.0,72.0
max_demand,59684.0,74989.0,55126.0,70294.0
run_time,0.0,0.0,0.0,0.001
total_demand,1023352.0,1023352.0,1023352.0,1023352.0
