,0,1,2,3,4,5,6
max_demand,42337.0,54715.0,57817.0,66124.0,43681.0,41228.0,47156.0
total_demand,773225.0,773225.0,773225.0,773225.0,773225.0,773225.0,773225.0
cost,11716455.5,10825153.0,10825150.0,10825158.0,10825165.0,10825150.0,10825150.0
PAR,2.63,3.4,3.59,4.1,2.71,2.56,2.93
inconvenient,0.0,1212.0,772.0,1343.0,409.0,187.0,421.0
run_time,0.0,0.0,0.0,0.001,0.0,0.0,0.001
step_size,1.0,0.31000000000000005,0.11,0.057999999999999996,0.032,0.011,0.0
objective,11716455.5,10826365.0,10825922.0,10826501.0,10825574.0,10825337.0,10825571.0
