no_households,algorithm,penalty_weight,cost_function_type,no_tasks,max_demand initial,max_demand final,PAR initial,PAR final,objective initial,objective final,cost initial,cost final,Average run_time
10,heuristic,1,piece-wise,5.0,23746.5,25354.5,6.415,6.73,3550269.0999999996,2778642.0,3550269.0999999996,2778608.0,0.0
10,heuristic_fw,1,piece-wise,5.0,23746.5,13897.251654050564,6.415,3.67,3550269.0999999996,2782933.376581698,3550269.0999999996,2782917.055,0.0005
50,heuristic,1,piece-wise,5.0,51364.5,60965.0,2.3899999999999997,2.8449999999999998,15874281.85,14437662.5,15874281.85,14437352.0,0.001
50,heuristic_fw,1,piece-wise,5.0,51364.5,32850.561652071934,2.3899999999999997,1.525,15874281.85,14461479.848650776,15874281.85,14461447.73,0.002
100,heuristic,1,piece-wise,5.0,90285.5,86494.5,2.38,2.2800000000000002,27178933.75,25396670.5,27178933.75,25396434.0,0.002
100,heuristic_fw,1,piece-wise,5.0,90285.5,56390.41647874118,2.38,1.4849999999999999,27178933.75,25433737.462078553,27178933.75,25433701.54,0.0015
