,0,1,2,3,4,5,6,7
max_demand,2000012.0,35304205.0,22474607.0,41451561.0,30148084.0,24173308.0,23527572.0,28714905.0
objective,1294267793.1,14983397243.4,13841360729.8,14366523590.0,13641507059.1,13749848168.4,14765603294.0,14004775094.9
inconvenient,0.0,5541625.0,5342309.0,6508144.0,6663938.0,3941794.0,3732404.0,3461512.0
total_demand,76985651.0,76985651.0,76985651.0,76985651.0,76985651.0,76985651.0,76985651.0,76985651.0
run_time,0.0,1.8449999999999114,2.5739999999998453,1.6079999999999446,1.4659999999999511,1.8279999999999146,1.502999999999952,1.334999999999965
cost,1294267793.1,14977855618.4,13836018420.8,14360015446.0,13634843121.1,13745906374.4,14761870890.0,14001313582.9
PAR,1.25,22.01,14.01,25.84,18.8,15.07,14.67,17.9
step_size,1.0,0.02,0.02,0.01,0.01,0.01,0.01,0.0
