,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,1227.913,3,4000,5,1,piece-wise,2000012,46585497.0,-22.293,1.25,29.05,-22.24,1294267793.1,15623490936.4,-11.071,1294267793.1,15617150928.4,-11.066
optimal_fw,0.001,3,4000,5,1,piece-wise,2000012,1940609.6435879997,0.03,1.25,1.21,0.032,1294267793.1,1231779480.5059998,0.048,1294267793.1,1231729454.09,0.048
heuristic,1.737,7,4000,5,1,piece-wise,2000012,28714905.0,-13.357,1.25,17.9,-13.32,1294267793.1,14004775094.9,-9.821,1294267793.1,14001313582.9,-9.818
heuristic_fw,0.001,7,4000,5,1,piece-wise,2000012,1848453.6957938282,0.076,1.25,1.15,0.08,1294267793.1,1183705293.8305027,0.085,1294267793.1,1183668357.37,0.085
