,0,1,2,3
max_demand,2000012.0,1960211.7611999998,1940609.6435879997,1940609.6435879997
objective,1294267793.1,1249723338.8600001,1231779480.5059998,1231779480.5059998
inconvenient,0.0,92587.40000000001,50026.416,50026.416
total_demand,76985651.0,76985651.00000001,76985651.0,76985651.0
run_time,0.0,0.0022580623626708984,0.0008299350738525391,0.0004048347473144531
cost,1294267793.1,1249630751.46,1231729454.09,1231729454.09
PAR,1.25,1.22,1.21,1.21
step_size,1.0,0.02,0.01,0.0
