,0,1,2
PAR,7.15,6.51,6.06
total_demand,263493.0,263493.0,263493.0
cost,4456381.8,3688902.0,3688902.0
objective,4456381.8,3688990.0,3688902.0
max_demand,39263.0,35728.0,33263.0
inconvenient,0.0,88.0,0.0
run_time,0.0,0.0,0.0
step_size,1.0,0.539,0.0
