,0,1,2
PAR,7.15,3.86,3.86
total_demand,263493.0,263493.0,263493.0
cost,4456381.8,3689132.2,3689132.2
objective,4456381.8,3689179.632,3689179.632
max_demand,39263.0,21195.694450900493,21195.694450900493
inconvenient,0.0,47.432,47.432
run_time,0.0,0.0013382434844970703,0.00013208389282226562
step_size,1.0,0.539,0.0
