,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,39263,33263.0,15.30%,7.15,6.06,15.20%,4456381.8,3688902.0,17.20%,4456381.8,3688902.0,17.20%,0.0
heuristic_fw,5,1,piece-wise,39263,21195.694450900493,46.00%,7.15,3.86,46.00%,4456381.8,3689179.632,17.20%,4456381.8,3689132.2,17.20%,0.001
