,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
PAR,1.26,25.28,26.54,16.39,18.84,14.13,15.51,16.91,14.59,26.27,26.76,17.58,13.36,13.05,16.48,16.67,7.11,15.55,7.25,9.37,31.25
step_size,1.0,0.014000000000000005,0.013000000000000005,0.01800000000000001,0.015013335701734937,0.017094953877232807,0.010000000000000002,0.010000000000000002,0.009000000000000001,0.004,0.004,0.006,0.007143472018604782,0.006,0.004,0.005,0.009000000000000001,0.002,0.006,0.004,0.0
inconvenient,0.0,14717573.0,16416382.0,14491302.0,10846341.0,9850520.0,7153204.0,8330534.0,6047052.0,9608417.0,12375385.0,6575182.0,4625124.0,4399864.0,12911188.0,6039976.0,3140163.0,5424926.0,2834245.0,2479751.0,12080396.0
total_demand,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0,194020900.0
max_demand,5087010.0,102198502.0,107260162.0,66256907.0,76154425.0,57103618.0,62698294.0,68355270.0,58982304.0,106189082.0,108173550.0,71059041.0,54007072.0,52757626.0,66600681.0,67363736.0,28730685.0,62839275.0,29321385.0,37887480.0,126318398.0
cost,3279023019.6,38399687684.8,40432167839.6,38359321197.4,37889765595.5,36071870436.4,37733582516.8,36810234776.8,35737897267.2,39603230327.6,36641360396.0,34711456005.2,33714713748.4,33358612238.8,37928826170.8,37261856667.2,28953256488.5,31997652578.8,27554547161.4,28431493323.9,38527214004.0
run_time,0.0,9811.580000000065,8433.960000000015,5476.309999999997,2759.7099999999946,3122.800000000044,2825.1199999999976,2398.9499999999784,3850.0700000000543,3301.1600000000376,2897.139999999993,3667.240000000044,3947.4600000000537,3066.650000000013,2215.290000000157,3253.9300000000094,5604.680000000023,3552.7500000000305,3750.290000000028,3409.5700000000106,3563.3400000000142
objective,3279023019.6,38414405257.8,40448584221.6,38373812499.4,37900611936.5,36081720956.4,37740735720.8,36818565310.8,35743944319.2,39612838744.6,36653735781.0,34718031187.2,33719338872.4,33363012102.8,37941737358.8,37267896643.2,28956396651.5,32003077504.8,27557381406.4,28433973074.9,38539294400.0
