,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
PAR,1.26,1.24,1.22,1.2,1.19,1.17,1.15,1.14,1.13,1.13,1.12,1.12,1.11,1.1,1.1,1.09,1.08,1.08,1.07,1.07,1.07
step_size,1.0,0.014000000000000005,0.013000000000000005,0.01800000000000001,0.015013335701734937,0.017094953877232807,0.010000000000000002,0.010000000000000002,0.009000000000000001,0.004,0.004,0.006,0.007143472018604782,0.006,0.004,0.005,0.009000000000000001,0.002,0.006,0.004,0.0
inconvenient,0.0,206046.02200000008,210734.36771400008,257050.2173811481,158980.5773627443,165676.41942936735,69875.27580570633,82606.58724194295,53680.00871482252,38218.94796514071,49348.66420813944,39155.00001475117,32759.74122958358,26202.6255526225,51539.941497789514,29942.180292511053,27991.987377367404,10793.868025245267,16940.70679184853,9851.241172832606,9851.241172832606
total_demand,194020900.0,194020900.0,194020899.99999997,194020899.99999997,194020900.00000003,194020900.0,194020900.0,194020900.00000003,194020899.99999997,194020900.00000003,194020900.00000006,194020900.00000006,194020900.0,194020899.99999997,194020900.0000001,194020899.99999997,194020900.00000006,194020900.00000003,194020899.99999997,194020900.00000003,194020900.00000003
max_demand,5087010.0,5016252.931320288,4951431.479873602,4863059.256993258,4790557.833038401,4709318.961275011,4662437.1268850155,4616022.006772358,4574643.598338839,4556372.457507078,4538174.291684864,4511013.227853689,4478887.378164988,4452081.14769608,4434299.5217823135,4412172.332827812,4372621.267897414,4363880.407977887,4337762.526449063,4320437.493559721,4320437.493559721
cost,3279023019.6,3201103776.66,3141676357.27,3077247580.84,3031286402.71,2991690816.18,2974474296.17,2959646024.91,2948527235.57,2944085008.35,2940192058.9,2935253101.2,2929232459.87,2924799479.47,2922187837.57,2919296690.81,2914747044.8,2913848472.24,2911609377.48,2910470242.13,2910470242.13
run_time,0.0,0.006927013397216797,0.00913691520690918,0.009268045425415039,0.007573127746582031,0.008963823318481445,0.005629062652587891,0.0059511661529541016,0.004505157470703125,0.002377033233642578,0.002412080764770508,0.0039000511169433594,0.005554914474487305,0.0032939910888671875,0.002660989761352539,0.0035479068756103516,0.004868984222412109,0.001317739486694336,0.0030870437622070312,0.002523183822631836,0.0007748603820800781
objective,3279023019.6,3201309822.6819997,3141887091.637714,3077504631.057381,3031445383.2873626,2991856492.599429,2974544171.4458055,2959728631.497242,2948580915.578715,2944123227.297965,2940241407.564208,2935292256.2000146,2929265219.6112294,2924825682.0955524,2922239377.511498,2919326632.9902925,2914775036.7873774,2913859266.108025,2911626318.186792,2910480093.371173,2910480093.371173
