,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,4045.4,20,10000,5,1,piece-wise,5087010,126318398.0,-23.832,1.26,31.25,-23.802,3279023019.6,38539294400.0,-10.753,3279023019.6,38527214004.0,-10.75
optimal_fw,0.005,20,10000,5,1,piece-wise,5087010,4320437.493559721,0.151,1.26,1.07,0.151,3279023019.6,2910480093.371173,0.112,3279023019.6,2910470242.13,0.112
heuristic,5.762,29,10000,5,1,piece-wise,5087010,109857374.0,-20.596,1.26,27.18,-20.571,3279023019.6,33625540570.0,-9.255,3279023019.6,33617012592.0,-9.252
heuristic_fw,0.004,29,10000,5,1,piece-wise,5087010,4218706.344098176,0.171,1.26,1.04,0.175,3279023019.6,2908164502.2242303,0.113,3279023019.6,2908153627.22,0.113
