,0,1,2,3,4,5
max_demand,1028720.0,21089703.0,23003107.0,9680598.0,18369043.0,24767195.0
objective,637655009.6,7525623161.4,7876661155.5,6936695609.6,7718038976.0,7631550570.1
inconvenient,0.0,2780519.0,3063529.0,1718078.0,1692740.0,2445666.0
total_demand,38283360.0,38283360.0,38283360.0,38283360.0,38283360.0,38283360.0
run_time,0.0,6302.319999999994,1023.2100000000006,1057.8899999999983,631.4699999999973,516.8100000000046
cost,637655009.6,7522842642.4,7873597626.5,6934977531.6,7716346236.0,7629104904.1
PAR,1.29,26.44,28.84,12.14,23.03,31.05
step_size,1.0,0.01,0.01,0.02,0.01,0.0
