,0,1,2,3,4,5
max_demand,1028720.0,1018432.8,1008248.4720000001,988184.3274072001,978302.4841331281,978302.4841331281
objective,637655009.6,625599151.96,614733015.4081,599182169.535238,594047833.6958476,594047833.6958476
inconvenient,0.0,27805.190000000002,30357.238100000002,33754.415238,16589.85584762,16589.85584762
total_demand,38283360.0,38283360.0,38283360.0,38283360.0,38283359.999999985,38283359.999999985
run_time,0.0,0.0014340877532958984,0.0011069774627685547,0.002290010452270508,0.0015900135040283203,0.00051116943359375
cost,637655009.6,625571346.77,614702658.17,599148415.12,594031243.84,594031243.84
PAR,1.29,1.28,1.26,1.24,1.23,1.23
step_size,1.0,0.01,0.01,0.02,0.01,0.0
