,0,1,2,3,4,5,6,7,8,9,10,11
max_demand,1028720.0,1018492.8,1008367.8720000001,998284.1932800001,988301.3513472001,978448.3378337281,968693.8544553908,959036.9159108369,940011.7812842112,930611.6634713691,921527.0468366554,921527.0468366554
objective,637655009.6,625521184.67,614955517.8420999,605965640.729579,599636493.1343043,593801321.833457,588308229.6986654,583904908.5423133,577902668.4623537,575401052.9878764,573302109.4176213,573302109.4176213
inconvenient,0.0,23535.79,25977.0421,28332.569579,19789.654304210002,22001.1334569579,17763.76866543042,23352.382313345694,20437.212353733088,10898.237876462668,8328.647621235374,8328.647621235374
total_demand,38283360.0,38283360.00000001,38283360.0,38283360.000000015,38283359.99999999,38283360.0,38283360.0,38283360.0,38283360.00000001,38283359.999999985,38283360.00000001,38283360.00000001
run_time,0.0,0.0008749961853027344,0.0007927417755126953,0.0008177757263183594,0.0008008480072021484,0.0007390975952148438,0.0008757114410400391,0.0007936954498291016,0.0010900497436523438,0.000827789306640625,0.0008499622344970703,0.0003910064697265625
cost,637655009.6,625497648.88,614929540.8,605937308.16,599616703.48,593779320.7,588290465.93,583881556.16,577882231.25,575390154.75,573293780.77,573293780.77
PAR,1.29,1.28,1.26,1.25,1.24,1.23,1.21,1.2,1.18,1.17,1.16,1.16
step_size,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.0
