,0,1,2,3,4,5,6
inconvenient,0.0,3472.0,4126.0,2161.0,3354.0,5004.0,969.0
objective,28411420.9,26446149.0,26446856.0,26444789.0,26446212.0,26447826.0,26443649.0
PAR,1.9,3.58,3.59,3.33,3.59,3.98,2.28
max_demand,74942.0,140929.0,141372.0,130977.0,141425.0,156533.0,89902.0
cost,28411420.9,26442677.0,26442730.0,26442628.0,26442858.0,26442822.0,26442680.0
step_size,1.0,0.194,0.10799999999999998,0.08999999999999998,0.026,0.045,0.0
total_demand,1888758.0,1888758.0,1888758.0,1888758.0,1888758.0,1888758.0,1888758.0
run_time,0.0,0.001,0.001,0.002,0.002,0.0,0.001
