,0,1,2,3,4,5,6
inconvenient,0.0,673.568,372.8626559999999,160.93236095999998,83.01975861503999,221.4441108623232,221.4441108623232
objective,28411420.9,26731483.638,26583014.842656,26537161.18236096,26531177.929758616,26519194.964110862,26519194.964110862
PAR,1.9,1.58,1.41,1.29,1.26,1.27,1.27
max_demand,74942.0,62029.997267318344,55642.73511682181,50827.607015876696,49514.68246862152,49857.94619543452,49857.94619543452
cost,28411420.9,26730810.07,26582641.98,26537000.25,26531094.91,26518973.52,26518973.52
step_size,1.0,0.194,0.10799999999999998,0.08999999999999998,0.026,0.045,0.0
total_demand,1888758.0,1888758.0000000002,1888758.0000000005,1888757.9999999998,1888758.0,1888758.0000000002,1888758.0000000002
run_time,0.0,0.003618955612182617,0.0018529891967773438,0.0018570423126220703,0.0005521774291992188,0.0009059906005859375,0.0002980232238769531
