,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
PAR,1.28,1.26,1.23,1.22,1.2,1.19,1.19,1.18,1.15,1.14,1.14,1.13,1.13,1.13,1.12,1.11,1.11,1.11,1.1,1.1,1.1,1.09,1.09
step_size,1.0,0.015000000000000006,0.01900000000000001,0.011000000000000003,0.015000000000000006,0.008,0.006,0.008,0.022000000000000013,0.006,0.005,0.005,0.002,0.003,0.002,0.010638070185982864,0.004,0.002,0.002,0.002,0.002,0.009669454789592417,0.0
inconvenient,0.0,77254.36500000003,114051.19806500006,54853.82982128502,76055.83755268076,22869.617299578556,32903.588296202535,36075.75529363038,35991.01538354015,20418.32390769876,22871.98838046151,21468.45005809769,11219.987099883805,9969.168038700349,10680.907663922599,13200.133353782463,8347.299466584871,8557.20340106683,8183.829593197866,7966.452340813605,6882.591095318373,7133.83761400293,7133.83761400293
total_demand,78161919.0,78161919.0,78161919.00000001,78161918.99999999,78161919.0,78161918.99999999,78161919.0,78161919.0,78161919.00000001,78161918.99999999,78161919.00000001,78161919.00000001,78161918.99999999,78161919.00000001,78161919.00000001,78161919.00000001,78161919.00000001,78161919.0,78161919.00000001,78161919.00000001,78161919.0,78161919.0,78161919.0
max_demand,2078455.0,2047495.469908835,2008941.2015951504,1986953.0093304166,1957356.4428990548,1941752.2878612082,1930130.8616124277,1914743.7504313262,1873058.7589788807,1861848.4648733018,1852557.8224244067,1843313.5403741912,1839628.7566069833,1834115.3873838033,1830448.990724423,1811069.3506110683,1803835.9323822614,1800230.0643534292,1796631.4044547868,1793039.9382772816,1789455.6514406654,1772226.4114368872,1772226.4114368872
cost,1282315481.6,1256341933.89,1227936061.2,1215082622.97,1200613710.57,1194035508.58,1189562932.74,1184536275.35,1173549547.71,1171024355.69,1169167856.41,1167542548.54,1167079190.66,1166305180.24,1165845049.01,1164116938.61,1163567220.51,1163318803.24,1163080611.84,1162855096.28,1162592197.01,1161764753.8,1161764753.8
run_time,0.0,0.007117748260498047,0.008805036544799805,0.005589962005615234,0.007151126861572266,0.004333019256591797,0.003508329391479492,0.003947019577026367,0.009855031967163086,0.0031349658966064453,0.0025968551635742188,0.003058910369873047,0.0013849735260009766,0.0017898082733154297,0.001318216323852539,0.004941701889038086,0.0022568702697753906,0.0013539791107177734,0.0013680458068847656,0.0013456344604492188,0.0013058185577392578,0.004279136657714844,0.0004780292510986328
objective,1282315481.6,1256419188.255,1228050112.398065,1215137476.7998214,1200689766.4075527,1194058378.1972995,1189595836.3282962,1184572351.1052935,1173585538.7253835,1171044774.0139077,1169190728.3983805,1167564016.990058,1167090410.6471,1166315149.4080386,1165855729.9176638,1164130138.7433536,1163575567.8094666,1163327360.443401,1163088795.669593,1162863062.7323408,1162599079.6010952,1161771887.637614,1161771887.637614
