,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
PAR,1.28,23.31,15.14,26.54,25.02,23.23,7.19,13.54,19.98,10.06,17.05,21.87,21.78,10.34,12.15,26.03,20.2,24.82,9.89,24.74,21.0,9.45,7.7,4.37,12.56,5.83,12.04,12.45,13.96
step_size,1.0,0.016000000000000007,0.024000000000000014,0.011000000000000003,0.009000000000000001,0.011000000000000003,0.024130062679564825,0.011000000000000003,0.006,0.010000000000000002,0.005,0.003,0.003,0.006210493707519309,0.004028269372312189,0.002,0.002,0.002,0.006,0.001,0.001,0.003,0.003,0.003,0.002,0.002,0.001,0.001,0.0
inconvenient,0.0,4695063.0,6196112.0,5601591.0,5505541.0,5518203.0,1272708.0,4192218.0,4867996.0,3510897.0,4365041.0,4676079.0,5145214.0,1738436.0,3581501.0,4793763.0,3305304.0,2846037.0,2834498.0,4419418.0,4361247.0,1159637.0,1025368.0,647946.0,1423264.0,1237596.0,1392580.0,2089808.0,2580845.0
total_demand,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0
max_demand,2078455.0,37964305.0,24650097.0,43210869.0,40744506.0,37829117.0,11710649.0,22054898.0,32539309.0,16384578.0,27770556.0,35619272.0,35462764.0,16835954.0,19790927.0,42378442.0,32885372.0,40420789.0,16102126.0,40283728.0,34203669.0,15381637.0,12540976.0,7122418.0,20450172.0,9486070.0,19610534.0,20281132.0,22740063.0
cost,1282315481.6,13743516134.0,14796097283.8,14235524516.1,14015123631.6,13487575536.8,13115713440.9,14147976053.7,14549709678.4,14139808840.3,14784718137.1,13993193165.0,13628235227.7,13200211223.9,14299711556.0,13987631704.8,12131473667.4,13034468260.7,11184141682.4,14824490706.8,12502026544.6,9851837230.1,9673941231.9,9773416658.5,10741135909.6,11169691879.6,11280282728.7,12140358995.5,12389643136.8
run_time,0.0,0.8180000000000006,1.3249999999999686,1.734999999999945,2.29599999999989,1.1179999999999877,1.18699999999998,1.8669999999999345,1.0799999999999919,1.1189999999999876,2.3489999999998856,1.4459999999999569,1.4859999999999471,1.1079999999999888,1.354999999999972,1.1809999999999807,1.1289999999999865,1.2009999999999785,2.5159999999998592,1.5729999999999493,1.395999999999964,1.1069999999999889,1.7329999999999468,1.0849999999999913,1.1119999999999883,1.7159999999999505,1.8029999999999242,1.150999999999984,1.5859999999999395
objective,1282315481.6,13748211197.0,14802293395.8,14241126107.1,14020629172.6,13493093739.8,13116986148.9,14152168271.7,14554577674.4,14143319737.3,14789083178.1,13997869244.0,13633380441.7,13201949659.9,14303293057.0,13992425467.8,12134778971.4,13037314297.7,11186976180.4,14828910124.8,12506387791.6,9852996867.1,9674966599.9,9774064604.5,10742559173.6,11170929475.6,11281675308.7,12142448803.5,12392223981.8
