,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
PAR,1.28,24.93,18.74,27.64,16.39,25.93,30.83,26.18,8.04,19.74,19.03,14.78,31.01,25.52,28.25,6.93,12.54,28.02,23.21,26.05,22.85,5.36,31.2
step_size,1.0,0.015000000000000006,0.01900000000000001,0.011000000000000003,0.015000000000000006,0.008,0.006,0.008,0.022000000000000013,0.006,0.005,0.005,0.002,0.003,0.002,0.010638070185982864,0.004,0.002,0.002,0.002,0.002,0.009669454789592417,0.0
inconvenient,0.0,5150291.0,6079949.0,5100763.0,5125243.0,2934758.0,5506801.0,4542373.0,1672031.0,3439045.0,4594816.0,4316562.0,5631462.0,3334276.0,5350423.0,1251520.0,2100025.0,4286949.0,4100472.0,3991410.0,3449262.0,744653.0,5509042.0
total_demand,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0,78161919.0
max_demand,2078455.0,40595834.0,30516766.0,45007544.0,26696886.0,42230689.0,50203863.0,42623266.0,13092301.0,32136410.0,30984845.0,24069661.0,50490333.0,41559670.0,46008884.0,11290893.0,20425043.0,45629122.0,37800582.0,42420744.0,37202358.0,8721828.0,50812141.0
cost,1282315481.6,15042633993.6,15835217262.4,15145345452.4,14371645780.0,15143525360.8,15561997679.4,15208080374.8,13403981354.4,14437666200.1,15246822355.6,15101127411.6,15667010610.8,13885550202.2,14446775513.2,11999328507.5,14773175094.0,15375026402.0,13287684584.8,11752883909.3,15190748427.6,9892025180.4,15717209906.8
run_time,0.0,2491.9500000000035,1200.8599999999813,1006.9900000000137,1256.209999999984,1093.679999999998,1014.0500000000128,1100.8099999999918,1037.3299999999997,1320.539999999978,1682.0999999999792,1461.1299999999774,1155.259999999993,1258.2999999999777,1161.489999999991,1403.0199999999763,1591.4199999999798,1608.1399999999774,1916.1599999999892,1614.1699999999776,1435.6699999999744,2174.1799999999935,1217.099999999991
objective,1282315481.6,15047784284.6,15841297211.4,15150446215.4,14376771023.0,15146460118.8,15567504480.4,15212622747.8,13405653385.4,14441105245.1,15251417171.6,15105443973.6,15672642072.8,13888884478.2,14452125936.2,12000580027.5,14775275119.0,15379313351.0,13291785056.8,11756875319.3,15194197689.6,9892769833.4,15722718948.8
