,0,1,2,3
max_demand,22545.0,25817.0,22545.0,22545.0
total_demand,194511.0,194511.0,194511.0,194511.0
cost,3314518.0,2723154.0,2723154.0,2723154.0
PAR,5.56,6.37,5.56,5.56
inconvenient,0.0,188.0,10.0,10.0
run_time,0.0,0.0,0.0,0.0
step_size,1.0,0.5090000000000001,0.026,0.0
objective,3314518.0,2723342.0,2723164.0,2723164.0
