,0,1,2,3,4,5,6,7,8,9,10
inconvenient,0.0,6449563.0,6579056.0,6160793.0,4383781.0,6388314.0,4115404.0,3724252.0,3551188.0,4575346.0,3675645.0
total_demand,77243722.0,77243722.0,77243722.0,77243722.0,77243722.0,77243722.0,77243722.0,77243722.0,77243722.0,77243722.0,77243722.0
objective,1444316878.3,15878052918.2,15474744751.2,14942056440.6,14400643463.5,14978111740.8,14680415716.0,14771033887.2,13812969510.0,14631048444.8,15125797522.6
PAR,1.18,25.12,24.81,15.1,21.49,15.68,13.24,19.54,18.71,18.34,18.63
run_time,0.0,1.4349999999999528,1.27899999999997,1.5909999999999356,2.2429999999998933,1.8749999999999256,1.7829999999999282,1.485999999999954,1.8019999999999188,1.6399999999999424,3.0819999999998196
max_demand,1893646.0,40431548.0,39931800.0,24305420.0,34588149.0,25230936.0,21305873.0,31443348.0,30104509.0,29519403.0,29972938.0
cost,1444316878.3,15871603355.2,15468165695.2,14935895647.6,14396259682.5,14971723426.8,14676300312.0,14767309635.2,13809418322.0,14626473098.8,15122121877.6
step_size,1.0,0.01,0.01,0.015,0.005,0.01,0.01,0.005,0.005,0.005,0.0
