,0,1,2
run_time,0.0,0.0,0.0
max_demand,19750.0,15095.0,20194.0
cost,3303334.8,2945572.0,2945572.0
PAR,4.51,3.44,4.61
objective,3303334.8,2945700.0,2945590.0
step_size,1.0,0.7070000000000003,0.0
inconvenient,0.0,128.0,18.0
total_demand,210398.0,210398.0,210398.0
