no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time
10,5,heuristic,1,piece-wise,0.0
10,5,heuristic_fw,1,piece-wise,0.0013333333333333333
10,5,optimal,1,piece-wise,1.2026666666666668
10,5,optimal_fw,1,piece-wise,0.0016666666666666668
20,5,heuristic,1,piece-wise,0.0013333333333333333
20,5,heuristic_fw,1,piece-wise,0.002
20,5,optimal,1,piece-wise,3.1726666666666667
20,5,optimal_fw,1,piece-wise,0.0013333333333333333
