,no_tasks,no_households,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,50,1,piece-wise,59829,58629.0,2.00%,3.21,3.15,1.90%,13544203.1,12510388.0,7.60%,13544203.1,12510218.0,7.60%,0.05
heuristic_fw,5,50,1,piece-wise,59829,36831.81009085377,38.40%,3.21,1.98,38.30%,13544203.1,12515135.92,7.60%,13544203.1,12514726.0,7.60%,0.004
