,0,1,2
objective,13544203.1,12515135.92,12515135.92
step_size,1.0,0.4800000000000002,0.0
inconvenient,0.0,409.9200000000002,409.9200000000002
total_demand,893587.0,893586.9999999999,893586.9999999999
cost,13544203.1,12514726.0,12514726.0
PAR,3.21,1.98,1.98
max_demand,59829.0,36831.81009085377,36831.81009085377
run_time,0.0,0.008661985397338867,0.0003097057342529297
