,0,1,2
objective,13544203.1,12511072.0,12510388.0
step_size,1.0,0.4800000000000002,0.0
inconvenient,0.0,854.0,170.0
total_demand,893587.0,893587.0,893587.0
cost,13544203.1,12510218.0,12510218.0
PAR,3.21,4.06,3.15
max_demand,59829.0,75587.0,58629.0
run_time,0.0,0.05000000000000004,0.05000000000000004
