,0,1,2,3,4
PAR,5.07,3.45,3.26,3.11,3.11
total_demand,403030.0,403029.99999999994,403030.0,403030.0,403030.0
max_demand,42606.0,28967.969044049034,27368.357793436648,26144.51512725105,26144.51512725105
step_size,1.0,0.47900000000000004,0.055999999999999994,0.16600000000000004,0.0
run_time,0.0,0.002810239791870117,0.00037670135498046875,0.0012111663818359375,0.0001437664031982422
objective,6473821.7,5653798.736,5651222.944383999,5647756.1454722565,5647756.1454722565
inconvenient,0.0,88.13600000000001,4.304383999999999,22.525472256000004,22.525472256000004
cost,6473821.7,5653710.6,5651218.64,5647733.62,5647733.62
