,0,1,2,3,4
PAR,5.07,4.11,5.29,4.47,5.05
total_demand,403030.0,403030.0,403030.0,403030.0,403030.0
max_demand,42606.0,34500.0,44420.0,37536.0,42420.0
step_size,1.0,0.47900000000000004,0.055999999999999994,0.16600000000000004,0.0
run_time,0.0,2.2100000000000004,3.57,2.0400000000000005,2.0700000000000007
objective,6473821.7,5642604.0,5642586.0,5642560.0,5642420.0
inconvenient,0.0,184.0,165.0,140.0,0.0
cost,6473821.7,5642420.0,5642421.0,5642420.0,5642420.0
