,max_demand,PAR,obj,cost,inconvenient,step_size
0,248933.0,0.6588685509755637,235521893.6,235521893.6,0,1.0
1,248900.0,0.65895590598634,235506041.5683476,235506041.5683476,0,0.00013256792097345027
