,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
PAR,1.29,1.26,1.24,1.22,1.21,1.19,1.18,1.17,1.16,1.15,1.14,1.14,1.13,1.13,1.13,1.11,1.11,1.1,1.1,1.09,1.09,1.09,1.09,1.09,1.08,1.08,1.08,1.05,1.05,1.05,1.05
step_size,1.0,0.026403103991014646,0.014000000000000005,0.015000000000000006,0.015000000000000006,0.010000000000000002,0.013000000000000005,0.008,0.011000000000000003,0.006,0.009016810127304611,0.004,0.004,0.003,0.001,0.012001303794737989,0.005,0.003,0.003,0.007,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.026239375997402822,0.001,0.001,0.0
inconvenient,0.0,65886.70174573781,35220.43417555968,43266.74348736662,28386.51384768951,15771.554861523107,29245.40378680021,11746.3887697056,9192.002723533242,12008.105983658801,14808.567803931528,7272.409728784274,4326.410361084862,4429.672768916746,2935.9493272310833,7589.637129235393,3814.191814353823,7173.8514245569395,3516.0634457263295,3133.661555879916,2764.769353776481,1480.3402306462235,2144.479659769354,1603.1315203402305,1579.0638684796597,2087.6889361315207,1735.1443110638686,1265.731232730452,1427.4472687672696,2091.3145527312327,2091.3145527312327
total_demand,39081579.0,39081578.99999999,39081578.99999999,39081579.00000001,39081578.99999999,39081579.0,39081579.0,39081579.0,39081579.000000015,39081578.99999999,39081579.0,39081578.99999999,39081579.00000001,39081579.0,39081579.0,39081578.99999999,39081578.99999999,39081578.999999985,39081578.99999999,39081579.0,39081578.99999999,39081579.00000001,39081579.0,39081579.00000001,39081579.00000001,39081578.999999985,39081579.00000001,39081578.99999999,39081578.99999999,39081579.0,39081579.0
max_demand,1053998.0,1026644.6712151839,1012364.6978102106,997285.0663892329,982437.0239912668,972656.7457310554,960087.7977770889,952433.9241554457,942009.3780178304,936796.6028990455,928383.457448816,924675.49020716,920982.3326014953,918222.1476297063,917349.0174820767,906399.99,901877.8134519705,899387.917568259,896692.4510799191,890434.4031109619,886878.0045440894,885992.1485395454,885117.7043910058,884232.5906866147,883348.3790959282,882465.0307168323,881582.5656861154,858721.7577227945,857863.0409650718,857016.7269241067,857016.7269241067
cost,631049342.2,610930327.99,602973119.47,596301813.48,591002372.98,588005672.48,584805519.25,583365325.32,581620783.87,580746528.91,579603937.22,579100411.59,578704065.3,578465326.75,578352666.61,577471999.02,577217565.93,577065397.91,576938198.4,576737138.82,576540796.66,576500912.42,576456922.9,576425102.84,576398309.56,576368767.07,576339328.3,576023284.21,575988646.95,575954074.94,575954074.94
run_time,0.0,0.00856328010559082,0.005688190460205078,0.006409883499145508,0.007102251052856445,0.004739046096801758,0.006223917007446289,0.0039708614349365234,0.005113124847412109,0.003530740737915039,0.004147052764892578,0.002110004425048828,0.0021953582763671875,0.001711130142211914,0.001275777816772461,0.005237102508544922,0.002460956573486328,0.0016491413116455078,0.0017180442810058594,0.003280162811279297,0.0019860267639160156,0.0012879371643066406,0.0008339881896972656,0.0008001327514648438,0.0008151531219482422,0.0008182525634765625,0.0008530616760253906,0.006387948989868164,0.0008378028869628906,0.0008089542388916016,0.00044798851013183594
objective,631049342.2,610996214.6917458,603008339.9041756,596345080.2234874,591030759.4938477,588021444.0348616,584834764.6537868,583377071.7087698,581629975.8727236,580758537.0159836,579618745.787804,579107683.9997288,578708391.710361,578469756.422769,578355602.5593272,577479588.6571292,577221380.1218143,577072571.7614245,576941714.4634457,576740272.4815559,576543561.4293537,576502392.7602307,576459067.3796598,576426705.9715204,576399888.6238685,576370854.7589362,576341063.444311,576024549.9412328,575990074.3972688,575956166.2545528,575956166.2545528
