,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
PAR,1.18,30.64,18.19,29.07,21.08,16.79,16.66,19.69,14.35,10.46,29.61,7.19,9.74,15.13,14.06,9.25,12.73,17.26,30.13
step_size,1.0,0.011000000000000003,0.015000000000000006,0.007,0.008,0.009000000000000001,0.007,0.0052275050613270835,0.004,0.009000000000000001,0.002,0.010349481569791725,0.004,0.003,0.002,0.004,0.003,0.001,0.0
inconvenient,0.0,6519073.0,5807155.0,6982221.0,4095920.0,5433287.0,6639169.0,2983665.0,4715067.0,1525664.0,6679335.0,1280496.0,1544332.0,2939577.0,2426079.0,1916519.0,2086121.0,3206250.0,6772591.0
total_demand,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0,78165964.0
max_demand,1923550.0,49896521.0,29625084.0,47338520.0,34329548.0,27336158.0,27126809.0,32071001.0,23362102.0,17029824.0,48224625.0,11714787.0,15865677.0,24631944.0,22892523.0,15057414.0,20736500.0,28103110.0,49072635.0
cost,1403951168.8,16284240823.2,15444251404.9,16239111383.2,15368731558.2,15000717616.6,15349757774.8,14541778107.0,14902045181.4,13646744823.8,14694397510.3,11656586706.0,13077729340.8,14080815384.4,13566639221.0,13755430501.6,12582489554.6,15234431787.5,15729786686.4
run_time,0.0,1304.4599999999673,1135.9299999999782,1394.4299999999755,1006.2300000000128,946.260000000032,892.170000000051,1596.0499999999763,1580.3899999999737,2069.0699999999824,1548.7699999999868,4272.339999999995,1784.0299999999752,2042.0599999999881,1634.219999999977,1298.0599999999772,2016.9499999999796,1391.2599999999704,1432.4399999999653
objective,1403951168.8,16290759896.2,15450058559.9,16246093604.2,15372827478.2,15006150903.6,15356396943.8,14544761772.0,14906760248.4,13648270487.8,14701076845.3,11657867202.0,13079273672.8,14083754961.4,13569065300.0,13757347020.6,12584575675.6,15237638037.5,15736559277.4
