,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
PAR,1.18,1.17,1.15,1.14,1.13,1.12,1.12,1.11,1.11,1.1,1.09,1.08,1.08,1.07,1.07,1.07,1.06,1.06,1.06
step_size,1.0,0.011000000000000003,0.015000000000000006,0.007,0.008,0.009000000000000001,0.007,0.0052275050613270835,0.004,0.009000000000000001,0.002,0.010349481569791725,0.004,0.003,0.002,0.004,0.003,0.001,0.0
inconvenient,0.0,71709.80300000001,86031.67795500004,48273.325254315,32381.173397965482,48608.152439418314,46133.925932924074,15355.958557491222,18798.844165770035,13561.78640250807,13331.546427194984,13114.495158146947,6124.870019367413,8800.356389941899,4834.5572872201155,7646.737770851119,6235.422786687446,3200.0145772133124,3200.0145772133124
total_demand,78165964.0,78165964.0,78165964.0,78165964.00000003,78165963.99999997,78165963.99999999,78165964.0,78165964.0,78165964.00000001,78165963.99999999,78165963.99999999,78165963.99999999,78165963.99999999,78165964.0,78165964.00000003,78165963.99999999,78165964.0,78165964.0,78165964.0
max_demand,1923550.0,1902496.428498133,1874157.881150982,1861078.0677684597,1846241.4493220095,1829691.586118399,1816922.104563674,1807443.937084336,1800224.9987716528,1784087.6308903655,1780521.2397162158,1762179.2561129252,1755141.1051170551,1749880.9454698781,1746382.9334598838,1739407.8730398598,1734194.8659049515,1732460.6710390465,1732460.6710390465
cost,1403951168.8,1368339011.41,1331837934.21,1316344792.9,1303691825.92,1291431267.68,1282961339.92,1277398730.38,1273720726.27,1267292438.9,1265869803.53,1260749844.14,1259102465.62,1257988132.59,1257210271.59,1256166265.86,1255375903.58,1255092859.01,1255092859.01
run_time,0.0,0.006263017654418945,0.007840156555175781,0.0046503543853759766,0.005303144454956055,0.0052568912506103516,0.004125833511352539,0.006804943084716797,0.002660036087036133,0.005101919174194336,0.001857757568359375,0.005057096481323242,0.0028421878814697266,0.0023610591888427734,0.0021309852600097656,0.0027871131896972656,0.004737138748168945,0.0010581016540527344,0.000576019287109375
objective,1403951168.8,1368410721.213,1331923965.887955,1316393066.2252543,1303724207.093398,1291479875.8324394,1283007473.845933,1277414086.3385577,1273739525.1141658,1267306000.6864026,1265883135.0764272,1260762958.6351583,1259108590.4900193,1257996932.94639,1257215106.1472871,1256173912.5977707,1255382139.0027866,1255096059.0245771,1255096059.0245771
