,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,81769,77919.0,4.70%,4.2,4.0,4.80%,14478024.6,13097384.0,9.50%,14478024.6,13097350.0,9.50%,0.001
heuristic_fw,5,1,piece-wise,81769,49918.555400781544,39.00%,4.2,2.56,39.00%,14478024.6,13103174.717,9.50%,14478024.6,13102985.35,9.50%,0.001
