,0,1,2
inconvenient,0.0,409.0,34.0
objective,14478024.6,13097759.0,13097384.0
PAR,4.2,2.81,4.0
max_demand,81769.0,54772.0,77919.0
cost,14478024.6,13097350.0,13097350.0
step_size,1.0,0.463,0.0
total_demand,935525.0,935525.0,935525.0
run_time,0.0,0.001,0.0
