,0,1,2,3,4,5,6,7,8,9,10
inconvenient,0.0,2626477.0,2939589.0,2753842.0,1383921.0,2736796.0,2996857.0,1186626.0,2141367.0,1382672.0,2100438.0
total_demand,39001343.0,39001343.0,39001343.0,39001343.0,39001343.0,39001343.0,39001343.0,39001343.0,39001343.0,39001343.0,39001343.0
objective,642764697.5,7341734512.6,7275077789.4,7300280246.2,6965129491.9,7177905587.5,7238459247.0,6799927987.2,7211904028.4,6672972544.7,6913672527.0
PAR,1.25,21.89,25.01,25.72,15.69,18.09,25.46,15.81,19.78,16.06,21.23
run_time,0.0,0.48100000000000037,0.6680000000000005,0.6460000000000005,0.9530000000000007,0.9560000000000007,0.7310000000000005,1.2069999999999883,0.6870000000000005,0.8500000000000006,0.8230000000000006
max_demand,1015317.0,17786018.0,20317682.0,20895378.0,12745291.0,14698187.0,20690614.0,12842471.0,16074084.0,13052005.0,17249912.0
cost,642764697.5,7339108035.6,7272138200.4,7297526404.2,6963745570.9,7175168791.5,7235462390.0,6798741361.2,7209762661.4,6671589872.7,6911572089.0
step_size,1.0,0.015,0.01,0.005,0.01,0.01,0.005,0.01,0.005,0.005,0.0
