,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,3807.083,26,10000,5,1,piece-wise,5084213,126100890.0,-23.802,1.26,31.16,-23.73,3216649612.9,38682767499.0,-11.026,3216649612.9,38669018772.0,-11.022
optimal_fw,0.004,26,10000,5,1,piece-wise,5084213,4299895.335205985,0.154,1.26,1.06,0.159,3216649612.9,2914940287.90351,0.094,3216649612.9,2914936829.87,0.094
heuristic,3.387,24,10000,5,1,piece-wise,5084213,110303583.0,-20.695,1.26,27.26,-20.635,3216649612.9,34233972083.5,-9.643,3216649612.9,34226375692.5,-9.64
heuristic_fw,0.003,24,10000,5,1,piece-wise,5084213,4398182.804653768,0.135,1.26,1.09,0.135,3216649612.9,2918577227.191415,0.093,3216649612.9,2918567038.27,0.093
