,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
PAR,1.26,24.19,24.5,22.5,25.96,24.1,14.71,14.46,24.45,10.41,15.57,17.58,17.64,16.52,25.01,8.13,11.86,11.7,7.58,18.73,23.54,20.53,24.15,26.31,27.26
step_size,1.0,0.014000000000000005,0.013000000000000005,0.012000000000000004,0.010000000000000002,0.007,0.013000000000000005,0.008,0.006,0.014000000000000005,0.006,0.005,0.004,0.004,0.002,0.006,0.006,0.005,0.005,0.002,0.001,0.001,0.001,0.001,0.0
inconvenient,0.0,14264905.0,14731327.0,13128992.0,16719071.0,9872883.0,12749100.0,10468233.0,8092132.0,7141880.0,13242503.0,12813078.0,7975873.0,7195034.0,7422443.0,7935332.0,3860925.0,4161631.0,2705128.0,7057122.0,11162873.0,6537061.0,9193111.0,10198108.0,7596391.0
total_demand,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0,194224824.0
max_demand,5084213.0,97878147.0,99132998.0,91041033.0,105042041.0,97531231.0,59516533.0,58525521.0,98913867.0,42132864.0,62995616.0,71139913.0,71362124.0,66863097.0,101202842.0,32905746.0,47981627.0,47342902.0,30677021.0,75804596.0,95259191.0,83079277.0,97701098.0,106441557.0,110303583.0
cost,3216649612.9,37282569250.2,37778719716.4,37396929685.2,37704142610.3,34272471877.7,35622872702.8,36940535839.3,33018922847.0,32287663385.6,37441626887.1,35854952104.2,37106080206.3,36666730637.2,36227502428.3,32281881985.4,27502605241.7,29045250120.3,28953648061.0,35799160949.9,33130286761.2,33795607975.6,33938425730.6,32865089512.7,34226375692.5
run_time,0.0,2.5559999999998295,3.5939999999997774,2.87799999999987,3.1529999999998175,3.270999999999814,3.510999999999791,3.4179999999998314,3.219999999999826,3.6779999999997814,3.486999999999802,3.3999999999998063,3.878999999999782,3.1629999999998257,3.985999999999771,4.377999999999852,3.707999999999802,3.420999999999808,3.4119999999997983,2.9079999999998516,3.5559999999997878,3.6359999999998025,3.280999999999817,3.259999999999826,2.5379999999998915
objective,3216649612.9,37296834155.2,37793451043.4,37410058677.2,37720861681.3,34282344760.7,35635621802.8,36951004072.3,33027014979.0,32294805265.6,37454869390.1,35867765182.2,37114056079.3,36673925671.2,36234924871.3,32289817317.4,27506466166.7,29049411751.3,28956353189.0,35806218071.9,33141449634.2,33802145036.6,33947618841.6,32875287620.7,34233972083.5
