,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
PAR,1.26,1.24,1.22,1.21,1.2,1.19,1.17,1.16,1.16,1.14,1.13,1.13,1.12,1.12,1.12,1.11,1.1,1.1,1.09,1.09,1.09,1.09,1.09,1.09,1.09
step_size,1.0,0.014000000000000005,0.013000000000000005,0.012000000000000004,0.010000000000000002,0.007,0.013000000000000005,0.008,0.006,0.014000000000000005,0.006,0.005,0.004,0.004,0.002,0.006,0.006,0.005,0.005,0.002,0.001,0.001,0.001,0.001,0.0
inconvenient,0.0,199708.67000000007,188911.03829000005,155280.97154052005,165637.90028459483,67950.71569800784,164854.94069592596,82427.02447443259,48058.2298531534,99313.5047820559,78859.13697130766,63671.09431514346,31648.807622739427,28653.540769509043,14787.578918460982,47523.266526489235,22880.410400841065,20693.752947995796,13422.17123526002,14087.39965752948,11148.785600342471,6525.912214399657,9186.5850877856,10188.921414912214,10188.921414912214
total_demand,194224824.0,194224824.0,194224823.99999997,194224824.0,194224823.99999994,194224824.00000003,194224823.99999994,194224824.0,194224824.00000006,194224824.0,194224824.0,194224824.00000003,194224824.00000006,194224824.00000003,194224824.0,194224823.99999997,194224824.00000003,194224824.00000003,194224824.00000003,194224824.00000003,194224824.0,194224824.0000001,194224823.99999997,194224823.99999997,194224823.99999997
max_demand,5084213.0,5013846.033315015,4949382.3469407605,4891812.730049893,4843155.402347177,4809356.945163656,4748454.758053985,4710599.81114144,4682406.777130393,4617277.481548949,4589642.98354556,4568404.832427604,4550158.605257838,4531985.253592353,4522925.815070422,4495901.769154311,4468993.707215299,4446693.383948698,4424504.339518088,4415659.755343392,4411336.940588048,4406925.603647459,4402585.390043812,4398182.804653768,4398182.804653768
cost,3216649612.9,3148773804.93,3094963911.27,3055812736.55,3027206942.19,3012916173.37,2987568051.85,2974097120.76,2966259136.3,2949252584.81,2943088956.92,2938632494.43,2935436558.5,2932271724.88,2930586729.82,2926528157.96,2923778771.41,2922265288.16,2920608821.82,2919972293.86,2919557156.92,2919188276.59,2918863166.79,2918567038.27,2918567038.27
run_time,0.0,0.006379127502441406,0.005957126617431641,0.005629777908325195,0.004992961883544922,0.004160642623901367,0.00598597526550293,0.004235029220581055,0.0029969215393066406,0.006779909133911133,0.0033578872680664062,0.0029418468475341797,0.0021638870239257812,0.0021657943725585938,0.0017430782318115234,0.0034699440002441406,0.0033779144287109375,0.0025959014892578125,0.0027997493743896484,0.0015540122985839844,0.0011508464813232422,0.0013079643249511719,0.0015690326690673828,0.0011572837829589844,0.0004899501800537109
objective,3216649612.9,3148973513.6,3095152822.30829,3055968017.5215406,3027372580.090285,3012984124.085698,2987732906.7906957,2974179547.784475,2966307194.5298533,2949351898.314782,2943167816.0569715,2938696165.524315,2935468207.307623,2932300378.4207697,2930601517.3989186,2926575681.2265267,2923801651.8204007,2922285981.9129477,2920622243.9912353,2919986381.259658,2919568305.7056003,2919194802.5022144,2918872353.3750877,2918577227.191415,2918577227.191415
