,0,1,2,3,4,5
step_size,1.0,0.3060000000000001,0.19600000000000004,0.043,0.064,0.0
cost,15596487.4,14479234.64,14436498.8,14435427.0,14434537.59,14434537.59
objective,15596487.4,14479557.47,14436565.66932,14435432.59561924,14434549.839880368,14434549.839880368
PAR,2.62,1.96,1.72,1.65,1.65,1.65
total_demand,1029987.0,1029987.0,1029986.9999999999,1029987.0000000001,1029987.0000000002,1029987.0000000002
run_time,0.0,0.003428936004638672,0.0027260780334472656,0.0006830692291259766,0.0008409023284912109,0.00017499923706054688
max_demand,56187.0,42144.23787842348,36979.030183107476,35411.31100263619,35354.94124992504,35354.94124992504
inconvenient,0.0,322.8300000000001,66.86931999999999,5.59561924,12.249880368640001,12.249880368640001
