,0,1,2
step_size,1.0,0.49000000000000005,0.0
run_time,0.0,0.0007121562957763672,0.00013399124145507812
max_demand,29291.0,15796.118978605426,15796.118978605426
inconvenient,0.0,31.85,31.85
PAR,9.26,4.99,4.99
total_demand,151898.0,151898.0,151898.0
objective,2613510.4,2126808.2800000003,2126808.2800000003
cost,2613510.4,2126776.43,2126776.43
