,0,1,2,3,4,5,6,7
max_demand,95928.0,78997.62615149278,71936.10679170773,67878.06507250787,63514.08814218535,61377.60021363621,60702.44661128621,60702.44661128621
step_size,1.0,0.19300000000000003,0.09299999999999999,0.08299999999999999,0.066,0.039999999999999994,0.011,0.0
objective,29778233.7,27945241.371,27771630.304777,27719530.10386351,27700641.984685007,27696464.5222126,27695889.668465663,27695889.668465663
total_demand,1973496.0,1973496.0000000005,1973496.0000000005,1973496.0000000002,1973496.0,1973496.0000000005,1973496.0000000007,1973496.0000000007
cost,29778233.7,27944000.96,27770922.52,27719047.69,27700436.29,27696369.11,27695876.0,27695876.0
PAR,2.33,1.92,1.75,1.65,1.54,1.49,1.48,1.48
run_time,0.0,0.0028679370880126953,0.0013551712036132812,0.0013430118560791016,0.0009992122650146484,0.0006802082061767578,0.0003502368927001953,0.0001862049102783203
inconvenient,0.0,1240.4110000000003,707.7847769999998,482.41386350899995,205.69468500840603,95.41221259966375,13.6684656614037,13.6684656614037
