,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,95928,92728.0,3.30%,2.33,2.26,3.00%,29778233.7,27629578.0,7.20%,29778233.7,27628944.0,7.20%,0.003
heuristic_fw,5,1,piece-wise,95928,60702.44661128621,36.70%,2.33,1.48,36.50%,29778233.7,27695889.668465663,7.00%,29778233.7,27695876.0,7.00%,0.001
