,0,1,2,3,4,5,6,7,8
max_demand,69045.0,190854.0,134896.0,138049.0,156844.0,194178.0,115975.0,105276.0,102712.0
total_demand,1983185.0,1983185.0,1983185.0,1983185.0,1983185.0,1983185.0,1983185.0,1983185.0,1983185.0
cost,31745852.0,27779167.0,27765007.0,27768032.0,27765001.0,27767846.0,27764850.0,27767301.0,27764640.0
PAR,1.67,4.62,3.26,3.34,3.8,4.7,2.81,2.55,2.49
inconvenient,0.0,9316.0,8367.0,10086.0,6501.0,9444.0,5630.0,5301.0,3973.0
run_time,0.0,0.0,0.001,0.0,0.002,0.001,0.001,0.001,0.0
step_size,1.0,0.19000000000000003,0.12399999999999997,0.06599999999999999,0.033,0.023,0.011,0.011,0.0
objective,31745852.0,27788483.0,27773374.0,27778118.0,27771502.0,27777290.0,27770480.0,27772602.0,27768613.0
