,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
PAR,1.27,1.25,1.22,1.19,1.17,1.16,1.14,1.13,1.12,1.12,1.12,1.11,1.1,1.1,1.09,1.08,1.08,1.07,1.07,1.07,1.07,1.06,1.06,1.06,1.06,1.06
step_size,1.0,0.017000000000000008,0.024000000000000014,0.026000000000000016,0.010000000000000002,0.015000000000000006,0.011000000000000003,0.011000000000000003,0.006,0.003,0.003,0.010289446813482477,0.005326754423770026,0.003,0.01020819187500046,0.008,0.002,0.002,0.001,0.003,0.0032807362417466113,0.001,0.002,0.001,0.001,0.0
inconvenient,0.0,72752.82600000003,132056.90817600008,147614.7163874241,36952.02283612577,68623.42465745815,25636.551328767968,35819.67893538356,23682.8959263877,14739.957312220837,10839.819128063338,34936.54262484705,8663.355929828334,13147.558932210515,7887.884572509354,8479.144923419924,8123.049710153161,4234.5399005796935,2612.0274600994208,3589.268917619702,3978.154269769325,2240.6908457302306,3738.9506183085396,2396.9460493816914,2705.0350539506185,2705.0350539506185
total_demand,77590148.0,77590148.0,77590148.0,77590148.0,77590148.0,77590148.0,77590148.0,77590148.0,77590148.0,77590148.0,77590148.0,77590147.99999999,77590148.0,77590147.99999999,77590148.00000001,77590148.0,77590148.00000003,77590148.00000003,77590148.00000001,77590148.00000003,77590148.00000001,77590147.99999999,77590148.0,77590148.00000001,77590147.99999999,77590147.99999999
max_demand,2049355.0,2014793.2885834088,1966990.275987267,1916605.9681626984,1897525.9261589271,1869454.7596871487,1849197.2216968639,1829029.8011357032,1818295.6390577017,1812846.2052091502,1807413.1033192922,1788901.6289620264,1779392.7950537119,1774234.495408782,1756205.7084288157,1742205.1382965376,1738722.4702250827,1735246.7680051029,1733511.5242370977,1728316.1974564504,1722652.2075616724,1720929.5573541108,1717489.42316696,1715771.936743793,1714063.9778070492,1714063.9778070492
cost,1309175732.8,1271654880.12,1231707479.72,1200732071.12,1191618331.26,1180835655.06,1175322045.54,1170986773.24,1168721570.07,1167553262.83,1166445055.06,1163450320.13,1162057927.59,1161340668.43,1159894662.42,1159082943.65,1158844923.53,1158623509.45,1158524143.79,1158302680.59,1158096337.05,1158011347.8,1157902995.79,1157849178.23,1157778487.63,1157778487.63
run_time,0.0,0.00572514533996582,0.0078089237213134766,0.010419130325317383,0.004602909088134766,0.006792306900024414,0.0050811767578125,0.00506901741027832,0.0031409263610839844,0.001725912094116211,0.0022330284118652344,0.005349874496459961,0.002502918243408203,0.0018069744110107422,0.004643917083740234,0.004132270812988281,0.0016608238220214844,0.0015950202941894531,0.0012178421020507812,0.0020499229431152344,0.0019838809967041016,0.0008778572082519531,0.001386880874633789,0.0008702278137207031,0.0009877681732177734,0.00078582763671875
objective,1309175732.8,1271727632.9459999,1231839536.628176,1200879685.8363874,1191655283.2828362,1180904278.4846573,1175347682.0913286,1171022592.9189353,1168745252.9659264,1167568002.787312,1166455894.879128,1163485256.672625,1162066590.9459298,1161353815.9889324,1159902550.3045726,1159091422.7949235,1158853046.57971,1158627743.9899006,1158526755.81746,1158306269.8589175,1158100315.2042696,1158013588.4908457,1157906734.7406182,1157851575.1760495,1157781192.665054,1157781192.665054
