,0,1,2,3,4,5
total_demand,1040513.0,1040513.0,1040513.0,1040513.0,1040513.0,1040513.0
max_demand,41534.0,70319.0,57690.0,65416.0,77110.0,54742.0
run_time,0.0,0.001,0.001,0.001,0.001,0.0
PAR,1.92,3.24,2.66,3.02,3.56,2.53
cost,16362806.1,14585991.0,14567188.0,14567984.0,14567186.0,14579982.0
step_size,1.0,0.3060000000000001,0.11799999999999998,0.011,0.027,0.0
inconvenient,0.0,3632.0,1099.0,1077.0,1549.0,660.0
objective,16362806.1,14589623.0,14568287.0,14569061.0,14568735.0,14580642.0
