,0,1,2,3,4,5
total_demand,1040513.0,1040512.9999999999,1040513.0,1040513.0000000001,1040512.9999999999,1040512.9999999999
max_demand,41534.0,31121.076781984073,27649.373695319697,27345.23058467118,26629.88599226727,26629.88599226727
run_time,0.0,0.006740093231201172,0.0021009445190429688,0.0003840923309326172,0.0005671977996826172,0.00020313262939453125
PAR,1.92,1.44,1.28,1.26,1.23,1.23
cost,16362806.1,14652111.9,14615506.28,14614396.22,14612521.81,14612521.81
step_size,1.0,0.3060000000000001,0.11799999999999998,0.011,0.027,0.0
inconvenient,0.0,1111.3920000000003,-1.4622560000000329,11.863084815999999,41.502696709968,41.502696709968
objective,16362806.1,14653223.292000001,14615504.817744,14614408.083084816,14612563.31269671,14612563.31269671
