,0,1,2
objective,6666906.0,5889358.437785836,5889358.437785836
run_time,0.0,0.014078855514526367,0.0002827644348144531
max_demand,36000.0,19401.1868263473,19401.1868263473
inconvenient,0.0,324.0977858359512,324.0977858359512
cost,6666906.0,5889034.34,5889034.34
total_demand,420631.0,420631.0,420631.0
PAR,4.11,2.21,2.21
step_size,1.0,0.6138215640832408,0.0
