,0,1,2,3,4,5,6,7
max_demand,99369.0,189775.0,145799.0,163625.0,181563.0,156861.0,164358.0,111589.0
step_size,1.0,0.18200000000000002,0.14400000000000002,0.07600000000000001,0.068,0.027,0.038,0.0
PAR,2.29,4.38,3.37,3.78,4.19,3.62,3.8,2.58
run_time,0.0,0.002,0.0,0.001,0.0,0.002,0.0,0.002
cost,31479589.5,29097770.0,29097782.0,29097784.0,29097897.0,29097815.0,29097814.0,29097764.0
inconvenient,0.0,3546.0,2647.0,2802.0,3983.0,1896.0,2809.0,963.0
objective,31479589.5,29101316.0,29100429.0,29100586.0,29101880.0,29099711.0,29100623.0,29098727.0
total_demand,2078411.0,2078411.0,2078411.0,2078411.0,2078411.0,2078411.0,2078411.0,2078411.0
