,0,1,2,3,4,5,6,7
max_demand,99369.0,82733.04362432686,72386.84215896463,69060.99431703168,67438.03223280328,65630.14953438396,64976.73729170452,64976.73729170452
step_size,1.0,0.18200000000000002,0.14400000000000002,0.07600000000000001,0.068,0.027,0.038,0.0
PAR,2.29,1.91,1.67,1.59,1.56,1.52,1.5,1.5
run_time,0.0,0.0027298927307128906,0.001961946487426758,0.0011131763458251953,0.0009379386901855469,0.0004892349243164062,0.0007002353668212891,0.00017714500427246094
cost,31479589.5,29461176.89,29230872.28,29188754.01,29168476.23,29165321.63,29160750.14,29160750.14
inconvenient,0.0,645.3720000000001,288.234432,191.04618316800003,257.852859544576,44.22997279229645,105.06126103389273,105.06126103389273
objective,31479589.5,29461822.262000002,29231160.514432,29188945.05618317,29168734.082859546,29165365.85997279,29160855.201261036,29160855.201261036
total_demand,2078411.0,2078411.0000000002,2078410.9999999998,2078411.0,2078410.9999999995,2078410.9999999995,2078410.9999999998,2078410.9999999998
