no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
2000,5,heuristic,1,piece-wise,0.5,4.0375000000000005,9.0,1058338.5,12560941.0,-10.8845,1.315,15.614999999999998,-10.8855,624240033.85,7037791347.85,-10.286999999999999,624240033.85,7036063482.35,-10.2845
2000,5,heuristic_fw,1,piece-wise,0.5,0.0025,9.0,1058338.5,952776.9330085046,0.1,1.315,1.185,0.099,624240033.85,572480421.4492407,0.0825,624240033.85,572466380.47,0.0825
2000,5,optimal,1,piece-wise,0.5,1851.365,4.0,1058338.5,25033584.5,-22.6655,1.315,31.11,-22.6655,624240033.85,7692073759.55,-11.33,624240033.85,7689623072.55,-11.326
2000,5,optimal_fw,1,piece-wise,0.5,0.0015,4.0,1058338.5,1011694.8186923491,0.044,1.315,1.26,0.041999999999999996,624240033.85,590832422.9132237,0.053000000000000005,624240033.85,590814605.6700001,0.053000000000000005
4000,5,heuristic,1,piece-wise,0.5,1.8945,6.0,1983026.5,32941290.5,-15.631,1.2349999999999999,20.5,-15.627,1324474451.1,14116499659.5,-9.661999999999999,1324474451.1,14112492930.0,-9.658999999999999
4000,5,heuristic_fw,1,piece-wise,0.5,0.001,6.0,1983026.5,1868512.417945119,0.057499999999999996,1.2349999999999999,1.16,0.0605,1324474451.1,1220929840.1630645,0.078,1324474451.1,1220896845.725,0.078
4000,5,optimal,1,piece-wise,0.5,1260.229,2.5,1983026.5,48069888.5,-23.249,1.2349999999999999,29.925,-23.243,1324474451.1,15487490821.849998,-10.7015,1324474451.1,15481331891.849998,-10.697
4000,5,optimal_fw,1,piece-wise,0.5,0.001,2.5,1983026.5,1943495.116794,0.02,1.2349999999999999,1.21,0.02,1324474451.1,1277633897.9379997,0.035500000000000004,1324474451.1,1277575470.55,0.035500000000000004
