,0,1,2,3,4,5,6,7,8
total_demand,1896269.0,1896269.0,1896269.0,1896269.0,1896269.0,1896269.0,1896269.0,1896269.0,1896269.0
max_demand,72514.0,190476.0,251552.0,158616.0,118723.0,124419.0,106479.0,100688.0,119427.0
run_time,0.0,0.004,0.002,0.004,0.005,0.004,0.005,0.003,0.007
PAR,1.84,4.82,6.37,4.02,3.01,3.15,2.7,2.55,3.02
cost,30720854.1,26547899.0,26548094.0,26547835.0,26547866.0,26547884.0,26547852.0,26547822.0,26547797.0
step_size,1.0,0.17900000000000002,0.072,0.089,0.07699999999999999,0.059,0.037000000000000005,0.011,0.0
inconvenient,0.0,7860.0,8924.0,5342.0,5775.0,5667.0,2244.0,2387.0,1808.0
objective,30720854.1,26555759.0,26557018.0,26553177.0,26553641.0,26553551.0,26550096.0,26550209.0,26549605.0
