,0,1,2,3
total_demand,879612.0,879612.0,879612.0,879612.0
max_demand,55785.0,54905.0,69716.0,48885.0
run_time,0.0,0.001,0.0,0.003
PAR,3.04,3.0,3.8,2.67
cost,13373762.1,12314568.0,12314588.0,12314568.0
step_size,1.0,0.3790000000000002,0.23000000000000004,0.0
inconvenient,0.0,571.0,1269.0,96.0
objective,13373762.1,12315139.0,12315857.0,12314664.0
