,0,1,2,3
inconvenient,0.0,458.0400000000002,57.08307999999996,57.08307999999996
objective,16243341.5,14839531.909999998,14807576.773079999,14807576.773079999
PAR,2.61,1.9,1.64,1.64
max_demand,57427.0,41895.81334950271,36195.21989552981,36195.21989552981
cost,16243341.5,14839073.87,14807519.69,14807519.69
step_size,1.0,0.34700000000000014,0.173,0.0
total_demand,1056354.0,1056354.0000000002,1056354.0000000002,1056354.0000000002
run_time,0.0,0.004728078842163086,0.00209808349609375,0.00017213821411132812
