,0,1,2,3
inconvenient,0.0,1320.0,788.0,102.0
objective,16243341.5,14790314.0,14789744.0,14789058.0
PAR,2.61,3.3,3.56,2.61
max_demand,57427.0,72682.0,78388.0,57477.0
cost,16243341.5,14788994.0,14788956.0,14788956.0
step_size,1.0,0.34700000000000014,0.173,0.0
total_demand,1056354.0,1056354.0,1056354.0,1056354.0
run_time,0.0,0.001,0.0,0.0
