,0,1,2,3,4
inconvenient,0.0,2385778.0,2850942.0,2034702.0,2507881.0
objective,674708249.8,7644032150.8,7449537897.3,7345258211.7,7204364019.2
step_size,1.0,0.02,0.01,0.01,0.0
total_demand,38920438.0,38920438.0,38920438.0,38920438.0,38920438.0
run_time,0.0,0.5740000000000004,0.6490000000000005,0.6180000000000004,1.2179999999999838
PAR,1.23,21.38,25.14,17.22,26.17
max_demand,998607.0,17335419.0,20381955.0,13962331.0,21220040.0
cost,674708249.8,7641646372.8,7446686955.3,7343223509.7,7201856138.2
