,0,1,2,3
inconvenient,0.0,2325548.0,2512866.0,2512310.0
objective,674708249.8,8032904668.8,7882584883.9,7771476973.6
step_size,1.0,0.02,0.01,0.0
total_demand,38920438.0,38920438.0,38920438.0,38920438.0
run_time,0.0,1516.4599999999975,567.480000000001,651.2099999999964
PAR,1.23,20.71,23.08,30.98
max_demand,998607.0,16793705.0,18710283.0,25122657.0
cost,674708249.8,8030579120.8,7880072017.9,7768964663.6
