,0,1,2,3
inconvenient,0.0,46510.96,24663.5504,24663.5504
objective,674708249.8,647627714.36,635907144.7604,635907144.7604
step_size,1.0,0.02,0.01,0.0
total_demand,38920438.0,38920437.99999999,38920438.00000001,38920438.00000001
run_time,0.0,0.0013170242309570312,0.0011069774627685547,0.0004451274871826172
PAR,1.23,1.21,1.19,1.19
max_demand,998607.0,978734.7207000001,968947.373493,968947.373493
cost,674708249.8,647581203.4,635882481.21,635882481.21
