,0,1,2
max_demand,1966041.0,1946380.59,1946380.59
objective,1354681109.1,1323488315.37,1323488315.37
inconvenient,0.0,66828.36,66828.36
total_demand,77226235.0,77226235.00000001,77226235.00000001
run_time,0.0,0.0007929801940917969,0.0006048679351806641
cost,1354681109.1,1323421487.01,1323421487.01
PAR,1.22,1.21,1.21
step_size,1.0,0.01,0.0
