,0,1,2,3,4,5,6,7,8,9
max_demand,619413.0,4159619.0,1899698.0,2327680.0,6550704.0,5638079.0,4608238.0,2832547.0,4176824.0,5695757.0
run_time,0.0,0.024000000000000014,0.035000000000000024,0.02000000000000001,0.035000000000000024,0.01800000000000001,0.017000000000000008,0.029000000000000012,0.011000000000000003,0.03100000000000002
objective,289644219.5,272531417.0,272329199.0,272376378.0,272748154.0,272684690.0,272578178.0,272501299.0,272619374.0,272657674.0
step_size,1.0,0.044,0.05499999999999999,0.045,0.011,0.012,0.013,0.023,0.012,0.0
inconvenient,0.0,316983.0,150717.0,194494.0,487136.0,445962.0,357438.0,297698.0,288770.0,369201.0
cost,289644219.5,272214434.0,272178482.0,272181884.0,272261018.0,272238728.0,272220740.0,272203601.0,272330604.0,272288473.0
total_demand,19440400.0,19440400.0,19440400.0,19440400.0,19440400.0,19440400.0,19440400.0,19440400.0,19440400.0,19440400.0
PAR,1.53,10.27,4.69,5.75,16.17,13.92,11.38,6.99,10.31,14.06
