,0,1,2,3
run_time,0.0,0.0,0.0,0.0
max_demand,17200.0,17200.0,17200.0,17200.0
cost,3086067.3,2780582.0,2780582.0,2780582.0
PAR,4.16,4.16,4.16,4.16
objective,3086067.3,2780931.0,2780686.0,2780686.0
step_size,1.0,0.5470000000000002,0.046,0.0
inconvenient,0.0,349.0,104.0,104.0
total_demand,198613.0,198613.0,198613.0,198613.0
