,0,1,2,3,4
run_time,0.0,0.003755807876586914,0.0014269351959228516,0.0004978179931640625,0.000148773193359375
max_demand,17200.0,11533.143282445766,11434.670313241415,10499.396039511006,10499.396039511006
cost,3086067.3,2784905.76,2783080.87,2782226.7,2782226.7
PAR,4.16,2.79,2.76,2.54,2.54
objective,3086067.3,2785063.602,2783069.2316980003,2782229.861617368,2782229.861617368
step_size,1.0,0.4740000000000002,0.13099999999999998,0.084,0.0
inconvenient,0.0,157.84200000000007,-11.638302000000007,3.1616173680000013,3.1616173680000013
total_demand,198613.0,198612.99999999994,198613.00000000003,198612.99999999997,198612.99999999997
