,0,1,2,3,4,5,6,7,8,9
PAR,1.28,21.34,20.68,15.33,23.95,24.86,25.44,11.41,10.6,25.37
max_demand,1029892.0,17103064.0,16576834.0,12289913.0,19198356.0,19926775.0,20391370.0,9145276.0,8496664.0,20333487.0
total_demand,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0
objective,626420816.6,6707973504.0,6928885912.2,6885821329.0,7087649615.8,7135034846.9,7008779789.5,6732756933.2,6178128147.4,7160332595.4
cost,626420816.6,6705705675.0,6925929516.2,6883801814.0,7085419233.8,7132277792.9,7006386065.5,6731768090.2,6176787228.4,7158748445.4
step_size,1.0,0.02,0.015,0.015,0.005,0.005,0.005,0.015,0.01,0.0
inconvenient,0.0,2267829.0,2956396.0,2019515.0,2230382.0,2757054.0,2393724.0,988843.0,1340919.0,1584150.0
run_time,0.0,0.8040000000000006,1.214999999999977,0.7880000000000006,0.5570000000000004,0.5330000000000004,0.5130000000000003,0.5290000000000004,1.127999999999992,0.4900000000000004
